id,sentence,tag,member1,member2
9138,一、对外投资概述为进一步推动公司构建以租赁为基础、多元金融业态并存的发展战略，渤海金控投资股份有限公司拟受让海口美兰国际机场有限责任公司（以下简称“美兰机场”）持有的联讯证券股份有限公司（以下简称“联讯证券”；证券代码：830899）581，608，522股股份,1,渤海金控投资股份有限公司,海口美兰国际机场有限责任公司
29,上海氯碱化工股份有限公司将持有的子公司上海达凯塑胶有限公司90%股权转让给上海华谊集团企业发展有限公司2015年10月19日公司八届二十五次董事会通过了《关于转让上海达凯塑胶有限公司90%股权的关联交易议案》，经上海华谊（集团）公司以沪华谊资字（2015）59号号：“关于同意上海达凯塑胶有限公司90%股权转让的批复”，同意上海氯碱化工股份有限公司将其所持99%股权转让给上海华谊集团企业发展有限公司，转让价格以评估备案确认的净资产值为依据,1,上海华谊集团企业发展有限公司,上海氯碱化工股份有限公司
850,湖南科力远新能源股份有限公司董事会 2015年10月30日,0,0,0
3942,本次发行股份募集配套资金的 发行价格由原来的17.22元/股调整为7.83元/股。,0,0,0
2015,二十二、更新了使用本次募集配套资金补充本公司流动性的必要性分析 中，引用的可比上市公司财务数据，详见重组报告书“第四章，五，(五) 补充公司流动性项目”部分。,0,0,0
7246,证券代码:600106 证券简称:重庆路桥 公告编号:临 2015-060 重庆路桥股份有限公司 重大资产重组进展公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
10131,2015年4月27日，安源煤业集团股份有限公司第五届董事会第二十八次会议同意公司参与丰城矿务局在江西省产权交易所挂牌的所持丰城曲江煤炭开发有限责任公司股权转让竞价，收购丰城矿务局所持丰城曲江煤炭开发有限责任公司10%的股权,1,安源煤业集团股份有限公司,丰城矿务局
248,●本次担保金额及累计为其提供的担保余额:本次对外担保金额为 4500 万元人民币，截止本公告日，本公司对郴州城投公司的担保 除本次担保外不存在其他任何担保。,0,0,0
593,七、备查文件1、公司第八届董事会第二十四次会议决议; 2、公司独立董事的事前认可函; 3、公司独立董事的独立意见; 4、<投资合作框架协议>。,0,0,0
9398,五、备查文件1、明泰铝业第三届董事会第十七次会议决议2、明泰铝业第三届监事会第十五次会议决议3、明泰铝业独立董事关于第三届董事会第十七次会议相关事项的独立意见特此公告河南明泰铝业股份有限公司董事会2015年1月23日,0,0,0
839,特此公告。,0,0,0
206,2016年度，江苏凤凰出版传媒股份有限公司与江苏凤凰出版传媒集团有限公司共同出资设立江苏凤凰出版传媒集团财务有限公司，该公司注册资本10.00亿元，其中江苏凤凰出版传媒集团有限公司出资5.10亿元，占注册资本的51%；公司出资4.90亿元，占注册资本的49%,1,江苏凤凰出版传媒股份有限公司,江苏凤凰出版传媒集团有限公司
842,会议审议并通过议案、议题如下:一、审议并通过了<上海东方明珠新媒体股份有限公司 2015 年 第三季度报告及全文>(详见上海证券交易所网站);表决结果:8 票赞成，0 票反对，0 票弃权。,0,0,0
3012,(5)本次发行股份募集配套资金项下交易对方的批准及授权浙江物产 2015 年度员工持股计划等 9 名特定投资者均已按其<章程>或<合伙协议>有关规定就参与本次募集配套资金相关事宜履行了有关批准程序。,0,0,0
2862,根据以上决议，本公司与上海农场于 2015 年 9 月 9 日合资设立江苏梅林畜 牧有限公司。,0,0,0
1189,二、在“第二节 交易各方情况”之“五、交易对方与上市公司的关联关系 说明”中补充披露了刘志臣先生、金志昌盛和金志昌顺的一致行动关系;在“重 大事项提示”之“七、本次重组相关方所作出的重要承诺”和“八、本次重组中 对中小投资者权益保护的安排”中补充披露了本次交易前刘志臣先生持有的上市 公司股份的锁定期安排。,0,0,0
2923,表决结果:同意票 9 票，反对票 0 票，弃权票 0 票。,0,0,0
9488,详见本公司于2014年8月23日刊登在<中国证券报>、<上海证券报>和上海证券交易所网站的<南京熊猫电子股份有限公司关于使用暂时闲置的募集资金进行现金管理的公告>(临2014-067)。,0,0,0
8632,相关内容详见2015年11月27日刊登于上海证券交易所网站www.sse.com.cn 及<中国证券报>、<上海证券报>、<证券时报>的<岳阳林纸股份有限公司关于 部分调增2015年度日常关联交易预计金额的公告>。,0,0,0
2050,十五、 补充披露了优材京航、优材百慕分立前所在的百慕高科公司的基本 信息，详见重组报告书“第三章，二，(二)，3、百慕高科的基本情况”部分。,0,0,0
8238,8、审议通过<关于提请股东大会批准张振新、张利群、易乘汽车产业投资(深圳)有限公司免于以要约收购方式增持公司股份的议案> 根据公司本次交易预案，在不考虑配套融资的情况下，本次交易完成后，张振新通过易乘投资间接持有公司 38.80%股份。,0,0,0
6338,三、交易标的基本情况1、本次交易的标的 (单位:元，截止 2015 年 9 月 30 日)2、本次出售的房产权属清晰，不存在抵押、质押及其他限制转让的情况， 也不涉及诉讼、仲裁或查封、冻结等司法事项。,0,0,0
5082,上市公司已按照<准则第 26 号>第五十四条第(一)项的规定，补充披露了触发发行价格调整情形的理由等。,0,0,0
3806,12、重组报告书(修订稿)“第八章、董事会讨论与分析之第三节 交易标的财务状况和经营成果分析之六、晨通物流 2014 年收入增长率、销售净利率变动 情况说明”补充披露了 2014 年晨通物流收入增长率下降和销售净利率上升的原 因、与同行业差异的原因及合理性;晨通物流未来持续盈利的稳定性。,0,0,0
6579,发行股份的定价基准日为青鸟华光第八届董事会第九次会议决 议公告日，发行价格为 5.90 元/股，即不低于定价基准日前 120 个交易日均价 的 90%。,0,0,0
2444,4、员工持股计划的管理受员工持股计划持有人委托，上汽集团选任长江养老作为员工持 股计划的受托管理人，并与长江养老签订<受托管理合同>及相关补 充协议，就双方的权利和义务等作出约定。,0,0,0
9965,一、本次交易方案概述（一）原交易方案概述1、购买瑞通芯源100%股权耐威科技拟以发行股份的方式购买北京集成电路投资中心、徐兴慧合计持有的瑞通芯源100%的股权,1,耐威科技,北京集成电路投资中心
2507,公司之全资子公司于2014年12月3日与中国建设银行股份有限公司签订协议， 使用暂时闲置的募集资金 1，000 万元购买保本型银行理财产品，期限为 33 天，预期年 收益率为 4.2%。,0,0,0
7721,鉴于 2013 年 3 月及 2014 年 12 月两次参股权转让前，未有 PE 机构入股价值， 也未有任何资产评估结果等公允价值作为参考，审计机构基于谨慎性原则，参照 本次重组作价的静态 PE 倍数，考虑缺少控制权折价因素的影响，确定该两次参 股权转让的公允 PE 倍数为 7 倍。,0,0,0
3126,根据目前市场情况及初 步合作意向，同意济民堂将分别对台州市立医院投资总额约为 387 万元、宁海县 中医院投资总额约为 385 万元。,0,0,0
4412,公司以 自有资金受让宏达集团持有的四川信托有限公司(简称“四川信托”)3%的股权。,0,0,0
6469,根据被担保公司以往的经营情况以及本年度经营预 算，被担保公司能够保持生产经营的可持续性，对到期债务具有偿债能力。,0,0,0
4775,三、本人不会利用对西水股份控制关系损害西水股份及其他股东(特 别是中小股东)的合法权益。,0,0,0
2625,15,0,0,0
2520,公司于 2015 年 1 月 20 日与平安银行股份有限公司签订协议，使用暂时闲置的募集资金 10，000 万元购买保本型银行理财产品，期限 90 天，预期年收益率为 5.00%。,0,0,0
6149,2,0,0,0
1346,5、2015 年 4 月 20 日，公司使用 8，900 万元人民币购买了浦发银行郑州分行 “上海浦东发展银行利多多对公结构性存款 2015 年 JG372 期”理财产品，该理财 产品为保证收益型，浦发银行对该理财产品的本金提供保证承诺，并按协议约定的 投资收益率(年率)向公司计付理财收益，预期年化收益率 4.85%，起止期限为 2015 年 4 月 22 日至 2015 年 7 月 22 日。,0,0,0
4089,本次会议由董事长庞为先生主持，经与会董事认真审议，表决并通过了以下 议案:审议通过<关于所属子公司中国南方航空工业(集团)有限公司与法国斯奈 克玛简易股份有限公司签订合资合作合同的议案>为提升我国民用涡桨航空发动机的发展水平，提高公司所属子公司南方公司 在民用涡桨航空发动机研制领域的竞争力，同意其与法国赛峰集团所属的斯奈克 玛简易股份有限公司进行合作，共同设立合资公司，从事民用涡桨发动机动力涡 轮和火焰筒部件研究、研发、制造和销售。,0,0,0
1918,特此公告。,0,0,0
8791,一、2015年12月21日，江苏今世缘酒业股份有限公司（以下简称“公司”）与江苏聚缘机械设备有限公司（以下简称“关联方”或“江苏聚缘”）在公司一楼会议室签署了《浓香型自动化酿酒设备（自控部分）制作安装合同》，合同交易金额为1219万元,1,江苏今世缘酒业股份有限公司,江苏聚缘机械设备有限公司
6399,重要内容提示:● 被担保人名称:百大集团股份有限公司(以下简称“本公司”) ● 本次担保金额:60，000 万元人民币● 本次担保为反担保。,0,0,0
7625,以截至 2014 年 12 月 31 日同方鼎欣经评估的股东全部权益价值为定价依据(卓 1 信大华评报字(2015)第 2027 号)，受让方应以现金向转让方支付所转让股权之对价合计 人民币 14，597.71 万元。,0,0,0
5764,(七)授权通知的变更20 1、资产管理人若对授权通知的内容进行修改，应当提前至少三个工作日 电话通知资产托管人。,0,0,0
4100,公司独立董事审阅了相关文件后，对公司为明匠智能提供贷款担保的事项发表 独立意见如下:公司董事会所审议的担保事项符合有关法律法规的规定，表决程序 合法、有效;且担保对象为公司的全资子公司上海明匠智能系统有限公司，该公司 在行业内拥有较强的核心竞争力，风险可控，符合公司的长远发展利益，未有损害公司股东利益。,0,0,0
663,五、其他公司控股股东江苏苏汇资产管理有限公司(简称“苏汇资管”)持有利安人 寿 25000 股，占比 8.6505%。,0,0,0
126,本期，安信信托股份有限公司以自有资金受让了上海国正投资管理有限公司和上海假日百货有限公司合计持有的泸州市商业银行股份有限公司股份4372万股，每股受让价格2.57元，合计11，236.04万元,1,安信信托股份有限公司,上海国正投资管理有限公司
776, 是否会对上市公司损益产生负面影响:本次民事诉讼案件判决结 果对公司损益是否产生影响存在不确定性，视本案当事人是否上诉和后续执行结果而定。,0,0,0
8966,泛海控股股份有限公司以110，000.00万元的价格受让控股股东中国泛海控股集团有限公司所持有的北京泛海东风置业有限公司25%股权,1,泛海控股股份有限公司,中国泛海控股集团有限公司
7004,截至本公告日，公司累计对外担保总额为 24.04 亿元人民币(不含本次 董事会审议通过的公司对外担保事项)，占公司最近一期经审计净资产的 16.92%，且全部为公司对下属子公司及子公司对其下属公司提供的担保。,0,0,0
6284,三、对公司的影响1、公司购买保本型银行理财产品，风险可控，属于董事会授权范围。,0,0,0
6893,7)为保障上述补偿的执行，乙方承诺，在甲方指定的会计师事务所出具兰州惠仁 2018 年度<审计报告>前，除非甲方提出收购或者质押要求，乙方不得将其股权对外 转让或设置质押等权利负担。,0,0,0
9316,二、增资标的基本情况金健粮食(益阳)有限公司系公司全资子公司金健粮食有限公司的全资子公司。,0,0,0
2519,41,0,0,0
9800,一、（一）交易内容1、深圳雷曼光电科技股份有限公司（以下简称“公司”或“雷曼股份”）拟与北京雷曼第十二人科技有限公司（以下简称“第十二人”）签署《合作协议书》，就公司向第十二人出售中超、中甲联赛球场LED屏广告权益事宜达成合作协议,1,北京雷曼第十二人科技有限公司,深圳雷曼光电科技股份有限公司
924,5、申购报价及股份配售的情况(1)申购报价情况发行人和独立财务顾问(主承销商)共发出认购邀请书 258 份，其中，发行 人前 20 大股东 20 家，证券投资基金管理公司 39 家，保险机构投资者 16 家，证 券公司 15 家，私募、其他机构及个人投资者 168 家。,0,0,0
2056,二十、 补充披露了中国航空器材集团公司通过本次重组取得的本公司股份 锁定期为 12 个月的合理性分析，详见重组报告书“第四章，三，(一)发行股份 购买资产部分的股份锁定”部分。,0,0,0
7414,................................. 18 一、本次发行前后公司前 10 名股东变化.,0,0,0
6545,在股份锁定期届满之时，如仍须按照<盈利预测补偿协议> 向上市公司履行股份补偿义务且该等股份补偿义务尚未履行完毕的，上述锁定期 延长至股份补偿义务履行完毕之日止。,0,0,0
4720,........................................................................................ 7 二、本次交易构成重大资产重组和关联交易，不构成借壳上市.,0,0,0
3544,2、评估情况:由具有证券期货从业资格的评估机构开元资产评 估有限公司对上述资产进行了评估，并出具了资产评估报告(开元评 报字(2015)1-105 号)。,0,0,0
6296,(3)公司财务部必须建立台账对短期理财产品进行管理，建立健全会计账目， 做好资金使用的账务核算工作。,0,0,0
9428,三、关联交易的主要内容和定价政策根据江西运营高速公路项目收费称重系统改造工程设计施工项目的招标文件，方兴公司与北京交科联合体参加了相应的公开招投标活动，2015年1月22日收到中标通知书，中标金额为人民币346，961，040元。,0,0,0
4514,5山东黄金矿业股份有限公司董事会 2015年11月13日,0,0,0
5636,根据<上海证券交易所股票上市规则>有 关规定，福建轻纺及一致行动人福建能源拟认购公司本次发行的股 份(调整后)构成关联交易。,0,0,0
5870,(七)税收 资产管理计划财产和资产委托人根据国家法律法规规定，履行纳税义务。,0,0,0
3249,关联交易内容合法有效、公允合理，不存在损害公司和其他非 关联股东特别是中小股东利益的情形。,0,0,0
8546,符合<公司 法>和<晋亿实业股份有限公司章程>的有关规定。,0,0,0
4808,(三)保证财务独立 1、保证西水股份建立独立的财务部门和独立的财务核算体系。,0,0,0
1163,在上述理财 产品期间内，公司财务部门将与银行保持密切联系，及时分析和跟踪理财产品的 进展情况，加强风险控制和监督，保障资金安全。,0,0,0
4809,.................................................................. 31第二节 重大风险提示................................................................................................32 一、本次交易的审批风险.,0,0,0
7787,内容详见公司关于召开 2015 年第三次临时股东大会的通知(临时公告编号:临 2015-067)。,0,0,0
5817,3、资产管理人应于每个对账日计算当日的资产净值，并以传真方式发送给 资产托管人。,0,0,0
6277,最终发行价格将在取得中国证监会关于本次非公开发行 的核准批文后，根据发行对象的申购报价情况，由公司董事会根据股东大会的 授权，与保荐机构(主承销商)协商确定。,0,0,0
9903,因罗洪鹏担任汉鼎宇佑互联网股份有限公司的副总经理，为公司的关联自然人，故本次交易构成关联交易,1,罗洪鹏,汉鼎宇佑互联网股份有限公司
7183,6,0,0,0
6796,2)甲方本次非公开发行 A 股的募集资金到位后 5 个工作日内，向乙方支付标的股权转让价款的 70%扣除本次交易乙方应缴纳的全额个人所得税后的金额。,0,0,0
7753,深圳兴飞预计 2015 年度营业收入较 2014 年度有小幅增长，综合毛利率水平有所提升。,0,0,0
4226,公司为控股股东美克集团担保事项已经公司第六届董事会第三次会议及公 司 2015 年第一次临时股东大会审议通过。,0,0,0
1029,2015 年 4 月 29 日，公司以人民币 4，000 万元闲置募集资金购买了交通银行 广州白云支行“蕴通财富.,0,0,0
7860,其中认购员工持股计划的公司董事、监事和高级管理人员合计 11 人， 分别为:孙朝芦、易国晶、徐再刚、郝春艳、包庆林、黄华、杨凤翔、 白磊、肖时华、刘明、张发安，合计认购 840 万份，其认购份额占员 工持股计划的总份额比例约为 11.65%，其他员工认购 6368 万份，参 加对象认购员工持股计划份额的款项来源于参加对象的合法薪酬及 其他合法方式自筹资金。,0,0,0
8689,北京市西城区 南礼士路丙 3 号楼 710 湖南骏泰浆纸有限责任公司 有限责任公 司 152，220.92 纸浆、机制纸及纸板的制造、销售;造 林、育林及林产品综合加工、利用;造 纸机械制造、安装及技术开发、服务; 销售五金、交电、建筑装饰材料、化工 原料及产品;经营商品和技术的进出口 业务(以上国家法律法规禁止和限制的 除外) 湖南省怀化工 业园区 2014 年度的主要财务数据:(二)与公司的关联关系泰格林纸为本公司控股股东，持有本公司 37.34%股份，洪江纸业、骏泰浆 纸为泰格林纸的全资子公司;中国诚通控股集团有限公司全资子公司中国纸业为 本公司直接控制人，持有泰格林纸 55.92%股份。,0,0,0
692,2、本次清理子公司应付款项的情况、总金额和拟计入的报告期本次清理的应付款项金额 1，531，013.50 元，系根据 2005 年鱼台凤竹 设立时签订的收购协议约定应付但多年未付的数字汇总，同时债权单位已 经超过 3 年内无催收记录。,0,0,0
1886,....................................................................................................................... 4第一节第二节本次交易基本情况.,0,0,0
4050,..................................................................................................................8一、本次发行履行的相关程序.,0,0,0
4899,此外，天 安财险自 1995 年开始经营，有限的历史信息及营运经验，可能不足以充分反映 天安财险存在的风险。,0,0,0
6263,2、公司本次非公开发行股票的方案符合<中华人民共和国公司法>、<中 华人民共和国证券法>、<上市公司证券发行管理办法>、<上市公司非公开发 行股票实施细则>和<证券发行与承销管理办法>等现行法律、法规、规范性文 件的相关规定，方案合理、切实可行，符合公司和全体股东的利益。,0,0,0
7449,五、本次发行的发行对象情况(一)发行对象基本情况 1、兴证证券资产管理有限公司 公司名称:兴证证券资产管理有限公司 企业性质:有限责任公司(法人独资)13 注册地址:平潭综合试验区管委会现场指挥部办公大楼一楼法定代表人:刘志辉注册资本:伍亿园整成立日期:2014 年 06 月 09 日经营范围:证券资产管理(依法须经批准的项目，经相关部门批准后方可开 展经营活动)2、华泰柏瑞基金管理有限公司公司名称:华泰柏瑞基金管理有限公司 企业类型:有限责任公司(中外合资) 注册地址:上海市浦东新区民生路 1199 弄上海证大五道口广场 1 号 17 层 法定代表人:齐亮注册资本:20000 万元(人民币)成立日期:2004 年 11 月 18 日经营范围:基金管理业务;发起设立基金;中国证监会批准的其他业务。,0,0,0
4627,特此公告。,0,0,0
7193,2,0,0,0
3443,本次交易尚需股东大会审议通过。,0,0,0
2642,公司于 2014 年 7 月 7 日与上海浦东发展银行股份有限公司签订协议，使用暂 时闲置的募集资金 9，600 万元购买保本型银行理财产品，期限 60 天，预期年收益率为 4.60%。,0,0,0
2306,(二)风险控制分析公司本着维护股东和公司利益的原则，将风险防范放在首位，对 理财产品投资严格把关，谨慎决策。,0,0,0
1607,1、调整后的本次非公开发行股票方案切实可行，符合<证券法>、<公司法>、 <上市公司证券发行管理办法>、<上市公司非公开发行股票实施细则>和<公司 章程>的规定。,0,0,0
4546,通化市滨江西路 6119 号 无 三、关联交易情况(一)关联交易价格 本次非公开发行的定价基准日为公司第八届董事会第十三次会议决议公告日，即 2015 年 8 月 14 日。,0,0,0
2683,会议审议各议案后，形成如下决议:1、会议以 9 票同意，0 票弃权，0 票反对，表决通过了<浙江中 国轻纺城集团股份有限公司关于利用自有资金购买理财产品和开展 委托贷款业务的议案>。,0,0,0
4267,三、 风险控制公司按照决策、执行、监督职能相分离的原则建立健全相关投资的审批和执行 程序，确保投资事宜的有效开展和规范运行，确保资金安全。,0,0,0
1799,................................................................................. 5 一、本次重组基本情况 .,0,0,0
379,2、 担保解除条件(1) 中天合创项目达到融资文件规定的完工条件;中天合创拥 有的采矿权、房产和土地使用权、机器设备等资产符合银团规定的抵 押条件;中天合创拥有的上述资产已抵押给银团;(2) 项目连续三年盈利;(3) 解除担保前，中天合创经营性现金流净额为正; (4) 中天合创至少偿还银团贷款本金的 30%。,0,0,0
8816,中山公用工程有限公司（下文简称“公用工程”）系中山中汇投资集团有限公司（以下简称“中汇集团”）的全资公司,1,中山公用,中山中汇投资集团有限公司
2694,2、刘国忠(身份证号码:21010619630812****)。,0,0,0
4960,<授权协议书>约定， 本次授权的开始日期为 2015 年 1 月 1 日，截止日期为 2017 年 12 月 31 日，授权 期限为 3 年。,0,0,0
9999,根据投资协议，北京歌华有线电视网络股份有限公司于2015年5月26日对北京环球国广媒体科技有限公司增资2，222万元，增资后持有该公司10%的股权,1,北京歌华有线电视网络股份有限公司,北京环球国广媒体科技有限公司
3842,四、增资收购资产的目的和对公司的影响通过本次增资目标公司，上海医药可拓展东北地区医药分销业务的网络布局， 并与本公司现有北方平台形成较强的业务协同效应。,0,0,0
5186,(二)实缴出资截至本对外投资补充公告日，鼎金开元实缴出资情况如下: 姓 名(名称) 认缴出资额 (万元) 实缴出资额 (万元) 实缴出资额缴付时间 出资 方式 荣亮 100 0 2025 年 6 月 11 日前 货币 西藏国金聚富投资管 理有限公司 375，000 50，0002015 年 11 月 3 日 货币 烟台新潮实业股份有 限公司 30，000 30，000 2015 年 11 月 14 日 货币 四、<宁波鼎金开元股权投资中心(有限合伙)合伙协议>基本信息 (一)合伙企业的费用执行事务合伙人有权向合伙企业收取管理费。,0,0,0
8795,一、北京韩建河山管业股份有限公司拟向包括控股股东韩建集团在内的不超过10名的特定对象非公开发行A股股票，发行新股合计不超过1，333.30万股，募集资金总额预计不超过31，026.00万元,1,韩建集团,北京韩建河山管业股份有限公司
9555,二、与本次重大资产重组相关的风险(一)本次交易的审批风险本次交易尚需履行的批准程序如下:1、公司第二次董事会批准;2、公司股东大会批准;3、安徽省金融办批准德善小贷、德信担保股权转让事项;4、安徽省商务厅批准德合典当的股权转让事项;5、其他可能涉及的批准程序。,0,0,0
2522,42,0,0,0
8889,（二）2015年12月24日，北京顺鑫农业股份有限公司与北京顺鑫控股集团有限公司（以下简称“顺鑫控股”）在北京顺义区签署了《股权转让协议》,1,北京顺鑫控股集团有限公司,北京顺鑫农业股份有限公司
5514,3,0,0,0
5504,法律法规和本合同规定的其他情形。,0,0,0
2012,二十、补充披露了中国航空器材集团公司通过本次重组取得的本公司股 份锁定期为 12 个月的合理性分析，详见重组报告书“第四章，三，(一)发 行股份购买资产部分的股份锁定”部分。,0,0,0
5446,年度报告资产管理人应当在每年结束后 40 日内，编制完成资产管理计划财产年度报 告，报告投资组合状况、投资表现、财务数据、风险状况等信息，资产管理人在 年度报告完成当日，将其发送资产托管人，资产托管人收到后 20 日内复核其 28 中的投资组合情况，并将复核结果书面通知资产管理人，由资产管理人将年度报 告送交资产委托人。,0,0,0
5525,7,0,0,0
5985,仲裁裁决是终局性的并对各方当事人具有约束力，仲裁费用由败诉方承担。,0,0,0
1696,业绩补偿测算期间结束后，上实发展 聘请专业机构对上投控股进行减值测试，如其期末资产减值额大于补偿期限内上 实发展已获补偿现金数，则上海上实应进一步就超额减值部分向本公司进行现金 补偿。,0,0,0
8753,请广大投资者理性投资，注意投资风险。,0,0,0
3257,报备文件: 1、罗顿发展股份有限公司第六届董事会第十二次会议(通讯表决方式)决议; 2、<德稻(上海)资产管理有限公司增资扩股协议>。,0,0,0
9435,一、 （一）关联交易的基本情况 根据江阴中南重工股份有限公司（以下简称“中南重工”）发展战略以及双主业并行的情况中南重工未来发展前景看好为了扩大文化传媒业的发展为增加公司利润实现公司长远发展经公司第二届董事会第三十六次会议审议通过2015年4月14日中南重工与上海千易志诚文化传媒有限公司（以下简称“千易志诚”）的股东常继红、吕威、江阴中南文化产业股权投资合伙企业（有限合伙）（以下简称“中南文化基金”）签订了《关于上海千易志诚文化传媒有限公司的股权转让协议书》（以下简称“《协议书》”南重工股份有限公司（以下简称“中南重工”）发展战略以及双主业并行的情况中南重工未来发展前景看好为了扩大文化传媒业的发展为增加公司利润实现公司长远发展经公司第二届董事会第三十六次会议审议通过2015年4月14日中南重工与上海千易志诚文化传媒有限公司（以下简称“千易志诚”）的股东常继红、吕威、江阴中南文化产业股权投资合伙企业（有限合伙）（以下简称“中南文化基金”）签订了《关于上海千易志诚文化传媒有限公司的股权转让协议书》（以下简称“《协议书》”）,0,0,0
6366,该笔理财产品 已于 2015 年 11 月 02 日到期收回本金 6000 万元，并收到利息 214，500 元。,0,0,0
5908,十九、风险揭示组合投资可能面临下列各项风险，包括但不限于:(一) 市场风险 市场价格受到经济因素、政治因素、投资心理和交易制度等各种因素的影响，导致委托财产收益水平变化产生的风险。,0,0,0
4044,根据协议， 公司通过锁价方式向杭州旗吉非公开发行股份募集配套资金，募集资金总额 302，242，650.36 元，不超过交易总额(交易标的成交价+配套募集资金-募集配套9资金中用于支付现金对价部分)的 25%，即 30，225 万元。,0,0,0
5493,对资产管理合同任何形式的变更、补充，资产管理人应当在变更或补充发生 之日起 5 个工作日内将资产管理合同样本报中国证监会备案。,0,0,0
4287,2015 年上半年全国保费收入 1.37 万亿元，同 比增长 19.3%，在国民经济行业中表现抢眼。,0,0,0
8142,为规范和减少本次重组完成后与上市公司的关联交易，易乘投资和张振新，以及 黄茂如均出具了关于减少和规范关联交易的承诺。,0,0,0
802,公司董事会同意下属间接持股100%的全资子公司中电建水电开发集团有限公 司、下属全资子公司中国电建集团成都勘测设计研究院有限公司与西昌市国有资 产经营管理有限公司按照55%、40%、5%的持股比例共同组建项目公司投资建设西 昌风电一期(黄水、洼脑)95MW项目，项目总投资额为82，570.16万元人民币。,0,0,0
8135,2014 年 10 月 28 日，深圳茂业商厦有限公司(以下简称“茂业商厦”)出具了<关于偿还辽宁物流 2 亿元借 15款的进一步承诺函>:若中国华融资产管理股份有限公司北京市分公司根据<信 贷资产转让合同>要求展业置地提前还款，由茂业商厦代替展业置地履行<信 贷资产转让合同>的提前还款义务;若中国华融资产管理股份有限公司北京市 分公司根据<信贷资产转让合同>要求商业城提供补充担保或承担担保责任， 茂业商厦将对商业城因此向华融北京分公司承担的相应担保责任进行全额补 偿;若茂业商厦违反上述承诺，茂业商厦将对商业城因此遭受的一切损失进行 赔偿，包括但不限于就商业城向华融北京分公司承担的全部担保责任(包括提 供的补充担保责任)向商业城进行全额补偿。,0,0,0
8928,一、1、关联交易简介根据广济药业业务发展需要及未来战略布局，为了更好地实现集团化科学管控，有效利用区位优势获得更广阔的发展空间，湖北广济药业股份有限公司拟用自有资金向湖北华科投资有限公司（下称“华科投资”）购买其开发建设的位于东湖新技术开发区凌家山南路1号的武汉光谷企业天地四号楼部分楼层作为公司办公用房,1,湖北广济药业股份有限公司,湖北华科投资有限公司
8891,北京华联商厦股份有限公司拟使用自有资金1亿元人民币作为有限合伙人，对外投资深圳池杉常青股权投资中心（有限合伙）（以下简称“深圳池杉”）,1,北京华联商厦股份有限公司,深圳池杉常青股权投资中心（有限合伙）
8693,四、关联交易的必要性和对公司的影响 (一)公司与中国纸业、泰格林纸、骏泰浆纸和洪江纸业的交易，增加了公司产品的采购销售渠道，减少交易对象的搜寻成本和其他交易成本，还可以提高交易效率， 减少了产品库存和经营风险，保证了资金的回笼率。,0,0,0
4617,6、股权结构:第一期由本公司全额出资 2 亿元人民币，占该公司注册资本的 100%。,0,0,0
9234,本公司及下属子公司与南山集团有限公司及其下属子公司在业务、人员、资产、机构、财务等方面保持独立，关联交易对公司独立本公司及董事会全体成员保证公告内容不存在虚假记载、误导性陈述或者重大遗漏，并对其内容的真实、准确和完整承担个别及连带责任。,0,0,0
9139,2016年2月26日，慈文传媒股份有限公司与王玫女士签署了《附条件生效的股份认购协议》,1,王玫,慈文传媒股份有限公司
6287,特此公告。,0,0,0
8360,基金规模:约 1.5 亿美元，其中中国基金普通合伙作为普通合伙人出资基金 总规模的 0.1%，环球产业作为有限合伙人出资 1.5 亿美元。,0,0,0
1836,二、员工安置情况和相关债权债务处理(一)员工安置情况7本次交易中出售资产为双鹿实业 100%股权，购买资产为博立信 70%股权，本 次交易实施不改变博立信和双鹿实业原有职工的劳动关系。,0,0,0
74,天津金岸重工有限公司是公司实际控制人天津港（集团）有限公司的全资子公司的控股子公司，为公司关联法人，签署上述合同构成公司的关联交易,1,天津港,天津金岸重工有限公司
3013,......................................................................................................7一、本次发行履行的相关程序.,0,0,0
169,安徽四创电子股份有限公司（以下简称“公司”或“甲方”）拟收购公司控股股东华东电子工程研究所（以下简称“华东所”或“乙方”）的全资子公司安徽博微长安电子有限公司等资产（以下简称“博微长安”或“标的资产”），该事项对公司构成了重大资产重组，安徽四创电子股份有限公司股票于2015年10月12日起停牌,1,安徽四创电子股份有限公司,华东电子工程研究所
4877,因此，上市公司的每股收益存在被摊薄的风险。,0,0,0
6424,经历次注册资本变动，撤资前大用软件注册资金 4，045 万元，本公司持有股 权 1，820 万股，累计出资额 2，320 万元，占注册资本的 45%。,0,0,0
8247,11、审议通过<关于本次董事会后暂不召开审议本次交易的股东大会的议案> 鉴于本次交易的审计、评估工作尚未完成，公司决定在本次董事会后暂不召开股东大会审议本次交易有关事宜。,0,0,0
8714,本次担保符合<公司法>、<公司章程>、<关于规范上市公司与关联2方资金往来及上市公司对外担保若干问题的通知>、<关于规范上市公司对外担保 行为的通知>等相关规定，不存在损害公司及股东利益的情形。,0,0,0
